"Index","Original Thai","Locations","Claude score","Claude verdict","Claude raw verdict","Claude issue","Claude suggestion","agy score","agy verdict","agy raw verdict","agy issue","agy suggestion","Average","Score difference","Status"
"TH-103","ค้นหลักฐานเชิงประจักษ์ ทฤษฎี และข้อมูลจากการปฏิบัติจริง โดยกำหนดขอบเขตให้ชัดและปรับการค้นอย่างมีเหตุผลเมื่อพบข้อมูลใหม่","app/guide-data.ts:501:30","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-104","ประเมินตามรูปแบบการวิจัยและอธิบายว่าหลักฐานแต่ละประเภทมีน้ำหนักต่อการสังเคราะห์อย่างไร","app/guide-data.ts:501:164","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-105","ไม่มีมาตรฐานสากลเพียงชุดเดียว จึงต้องรายงานการเลือก ประเมิน และสังเคราะห์อย่างชัดเจน","app/guide-data.ts:501:265","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-106","โปรแกรมอ้างอิง · ตารางแนวคิด · โปรแกรมวิเคราะห์เชิงคุณภาพ","app/guide-data.ts:501:360","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-107","วางการค้นที่เชื่อมโยงกัน หรือใช้คำค้นชุดเดียวที่ครอบคลุมทั้งหลักฐานเชิงปริมาณและเชิงคุณภาพ","app/guide-data.ts:502:24","3","REVISE","REVISE","""วางการค้นที่เชื่อมโยงกัน"" ฟังไม่เป็นธรรมชาติ กริยา ""วาง"" ใช้ไม่เข้าที่","ใช้ ""ออกแบบการค้นแบบคู่ขนานที่เชื่อมโยงกัน"" หรือ ""วางแผนการค้นให้เชื่อมโยงกัน""","3","REVISE","REVISE","ใช้คำว่า วางการค้น ซึ่งแปลตรงตัวและฟังดูห้วน","วางแผนการค้น หรือ ออกแบบการสืบค้น","3.0","0","เห็นพ้องว่าควรแก้"
"TH-108","ประเมินงานวิจัยแต่ละรูปแบบให้เหมาะสม แล้วพิจารณาเหตุผลและคุณภาพของการผสานหลักฐาน","app/guide-data.ts:502:129","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-109","ใช้แนวทางที่เหมาะกับหลักฐานแต่ละประเภท และอธิบายวิธีผสานผลให้ชัดเจน","app/guide-data.ts:502:224","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-110","ระบบงานทบทวน · โปรแกรมสถิติ · โปรแกรมเชิงคุณภาพ · ตารางแสดงผลร่วม (joint display)","app/guide-data.ts:502:302","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-111","กำหนดความครอบคลุมฐานข้อมูล บันทึกคำค้นกับวันส่งออก แล้วลบซ้ำและทำความสะอาดเมตาดาตา","app/guide-data.ts:503:31","4","PASS","PASS","-","-","5","PASS","PASS","-","-","4.5","1","ผ่าน"
"TH-112","ตรวจคุณภาพเมตาดาตา อคติของฐานข้อมูล การจำแนกผู้แต่งที่มีชื่อซ้ำกัน เกณฑ์ที่ใช้ และความไวต่อค่าพารามิเตอร์","app/guide-data.ts:503:128","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-113","รายงานฐานข้อมูล คำค้น วันที่ กฎทำความสะอาด ตัวชี้วัด และพารามิเตอร์เครือข่าย","app/guide-data.ts:503:248","5","PASS","PASS","-","-","4","PASS","PASS","-","-","4.5","1","ผ่าน"
"TH-114","คัดเลือกงานตามเหตุผลเชิงทฤษฎี โดยรวมทั้งงานสำคัญที่วางรากฐานและข้อโต้แย้งที่เห็นต่าง","app/guide-data.ts:504:27","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-115","ประเมินความสอดคล้องของแนวคิด สมมติฐาน จุดยืน บริบททางประวัติศาสตร์ และมุมมองที่มักถูกมองข้าม","app/guide-data.ts:504:126","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-116","ไม่มีรายการตรวจสอบมาตรฐานเพียงชุดเดียว จึงต้องระบุขอบเขตของแหล่งข้อมูล เหตุผลในการเลือก และอธิบายให้ชัดว่าข้อโต้แย้งพัฒนาขึ้นอย่างไร","app/guide-data.ts:504:233","4","PASS","PASS","-","-","5","PASS","PASS","-","-","4.5","1","ผ่าน"
"TH-117","โปรแกรมอ้างอิง · แผนผังแนวคิด · ตารางข้อโต้แย้ง","app/guide-data.ts:504:376","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-118","ค้นฐานงานทบทวนและฐานบรรณานุกรม พร้อมติดตามความซ้ำซ้อนของงานปฐมภูมิ","app/guide-data.ts:505:27","5","PASS","PASS","-","-","3","REVISE","REVISE","สำนวนห้วนและกำกวมในคำว่า ค้นฐานงานทบทวน","ค้นจากฐานข้อมูลงานทบทวนวรรณกรรม","4.0","2","ควรทบทวน"
"TH-119","ใช้เครื่องมือประเมินงานทบทวนที่เหมาะสม และพิจารณาความซ้ำ ความทันสมัย และความเชื่อมั่น","app/guide-data.ts:505:108","5","PASS","PASS","-","-","4","PASS","PASS","-","-","4.5","1","ผ่าน"
"TH-120","ใช้ PRISMA 2020 เมื่อเหมาะสม และรายงานวิธีจัดการความซ้ำซ้อน","app/guide-data.ts:505:208","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-121","ระบบงานทบทวน · ตารางอ้างอิงไขว้ · ตารางข้อมูล · กรอบความเชื่อมั่น","app/guide-data.ts:505:278","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-122","จำกัดฐานข้อมูล ช่วงเวลา ภาษา หรือจำนวนผู้ทบทวนได้ เฉพาะเมื่อกำหนดและบันทึกเหตุผลไว้ล่วงหน้า","app/guide-data.ts:506:24","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-123","ยังควรประเมินหลักฐานที่มีผลต่อการตัดสินใจ และต้องระบุขั้นตอนที่ลดหรือตัดออกอย่างตรงไปตรงมา","app/guide-data.ts:506:130","4","PASS","PASS","-","-","5","PASS","PASS","-","-","4.5","1","ผ่าน"
"TH-124","ใช้แนวทางการทบทวนแบบเร่งรัด (rapid review) ฉบับปัจจุบัน พร้อมรายงานขั้นตอนที่ลดลงและผลกระทบที่อาจเกิดขึ้น","app/guide-data.ts:506:235","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-125","Rayyan · Zotero · ตารางข้อมูล · ระบบอัตโนมัติที่มีมนุษย์ตรวจ","app/guide-data.ts:506:351","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-126","กำหนดชุดแนวคิดที่ผู้อื่นนำไปค้นซ้ำได้ ค้นจากหลายแหล่ง บันทึกคำค้นและวันที่ แล้วลบรายการซ้ำ","app/guide-data.ts:507:38","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-127","เลือกเครื่องมือประเมินให้เหมาะกับข้อสรุปที่ต้องอาศัยคุณภาพของงานวิจัย และระบุให้ชัดหากไม่ได้ประเมิน","app/guide-data.ts:507:143","4","PASS","PASS","-","-","5","PASS","PASS","-","-","4.5","1","ผ่าน"
"TH-128","เขียนวิธีค้นและผังการคัดเลือกอย่างโปร่งใส และไม่เรียกงานว่าการทบทวนวรรณกรรมอย่างเป็นระบบ (systematic review) หากยังทำไม่ครบตามมาตรฐาน","app/guide-data.ts:507:257","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
